type	date	text	polarity	subjectivity	username	location	lat long formula	geo	follower count	retweets	favorites
At Petsmart	Wed Apr 13 00:07:29 +0000 2016	RT @peta: This is what it's like for animals at pet store suppliers. Never buy animals from @PetSmart @Petco! #NationalPetDay https://t.co/É??	0	0	brinaa_	"Edinburg, Texas"	"26.3013982, -98.16245"	"26.3013982, -98.16245"	48	0	0
Petco	Wed Apr 13 00:07:29 +0000 2016	RT @peta: This is what it's like for animals at pet store suppliers. Never buy animals from @PetSmart @Petco! #NationalPetDay https://t.co/É??	0	0	brinaa_	"Edinburg, Texas"	"26.3013982, -98.16245"	"26.3013982, -98.16245"	48	0	2
Petsmart	Wed Apr 13 00:07:29 +0000 2016	RT @peta: This is what it's like for animals at pet store suppliers. Never buy animals from @PetSmart @Petco! #NationalPetDay https://t.co/É??	0	0	brinaa_	"Edinburg, Texas"	"26.3013982, -98.16245"	"26.3013982, -98.16245"	202	107	0
Natural Balance	Fri Apr 15 19:05:18 +0000 2016	Is your dog your very own mini-me? Find out! #FurFriday https://t.co/WSKHwxl0m5	0.975	1	CalusaVet	"Boca Raton, Florida"	"26.3586885, -80.0830983"	"26.3586885, -80.0830983"	772	325	0
Natural Balance	Fri Apr 15 19:05:18 +0000 2016	Is your dog your very own mini-me? Find out! #FurFriday https://t.co/WSKHwxl0m5	0.975	1	CalusaVet	"Boca Raton, Florida"	"26.3586885, -80.0830983"	"26.3586885, -80.0830983"	696	1	0
Petco	Sat Apr 16 00:30:40 +0000 2016	The people in hobby lobby today made me SO MAD but then at Petco we got a lizard leash so now I'm so excited to walk speckles	-0.125	0.875	CorineGarcia	"Roma, TX"	"26.4215485, -99.023478671595"	"26.4215485, -99.023478671595"	97	163	0
Rescue Dog	Tue Apr 12 23:24:13 +0000 2016	RT @BurnieBaker: Last nitez dream I had a giant dog named PoWdeR to add to my frend horse JeLLyfiSh. We'll rescue u from any nitemare!	0	0.533333333	heytherelacy	"Okinawa, Japan"	"26.58920965, 127.542181303397"	"26.58920965, 127.542181303397"	1590	0	0
Healthy Pet Food	Wed Apr 06 01:23:02 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/RA8SPnRHSr	0.441666667	0.533333333	dropastitch	Palm Beach FL	"26.6279798, -80.4494173"	"26.6279798, -80.4494173"	1587	0	1
Healthy Pet Food	Wed Apr 06 01:23:02 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/RA8SPnRHSr	0.441666667	0.533333333	dropastitch	Palm Beach FL	"26.6279798, -80.4494173"	"26.6279798, -80.4494173"	45	0	0
Healthy Pet Food	Wed Apr 06 01:23:02 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/RA8SPnRHSr	0.441666667	0.533333333	dropastitch	Palm Beach FL	"26.6279798, -80.4494173"	"26.6279798, -80.4494173"	36338	0	0
Healthy Pet Food	Wed Apr 06 01:23:02 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/RA8SPnRHSr	0.441666667	0.533333333	dropastitch	Palm Beach FL	"26.6279798, -80.4494173"	"26.6279798, -80.4494173"	67991	0	0
Healthy Pet Food	Wed Apr 06 01:23:02 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/RA8SPnRHSr	0.441666667	0.533333333	dropastitch	Palm Beach FL	"26.6279798, -80.4494173"	"26.6279798, -80.4494173"	8	0	0
Petco	Tue Apr 12 22:58:49 +0000 2016	"#FortMyers #Jobs Sales Associate: Petco - Fort Myers, FL - Our vision at Petco is Healthier Pet... https://t.co/6ZxDEMUcwZ #FortMyersJobs"	0	0	Fort_Myers_Jobs	"Fort Myers, Florida, USA"	"26.640628, -81.8723083"	"26.640628, -81.8723083"	176	0	1
Rescue Dog	Fri Apr 08 03:00:03 +0000 2016	Big Dog Ranch Rescue needs microchip scanners! Could you please donate one or two? Any Universal Microchip Reader... https://t.co/tWdQ1KTbCh	0	0.05	BDRRescue	"Wellington, FL"	"26.6586779, -80.2414356"	"26.6586779, -80.2414356"		1	
Rescue Dog	Thu Apr 14 00:00:01 +0000 2016	"HELP Big Dog Ranch Rescue today!

DONATIONS NEEDED! We need Double Key Ring Snap Bolt Trigger Clips! Can you... https://t.co/rpSv3UB9dv"	0	0.366666667	BDRRescue	"Wellington, FL"	"26.6586779, -80.2414356"	"26.6586779, -80.2414356"		0	
At Petsmart	Fri Apr 08 23:17:53 +0000 2016	@shihtzu_max @PetSmart pawfect fit!	0.5	0.4	mepuddlesthepup	"Palm Beach Gardens, FL"	"26.84176195, -80.1353087134005"	"26.84176195, -80.1353087134005"	45	0	0
Dog Image	Wed Apr 13 00:13:18 +0000 2016	RT @Nudah: why would they ban the coolest dog ever https://t.co/hZAvDyEgmC	0	0	zachreeves7	"Palm Beach Gardens, FL"	"26.84176195, -80.1353087134005"	"26.84176195, -80.1353087134005"	655	2	0
Petsmart	Fri Apr 08 23:17:53 +0000 2016	@shihtzu_max @PetSmart pawfect fit!	0.5	0.4	mepuddlesthepup	"Palm Beach Gardens, FL"	"26.84176195, -80.1353087134005"	"26.84176195, -80.1353087134005"	45949	2	1
Petco	Fri Apr 08 23:03:19 +0000 2016	"Venice area greyhound fans, stop by Petco tomorrow to meet some adoptable pooches from the RDRP - Racing Dog... https://t.co/kMAw7C3tLv"	0	0	FenceDynamics	"Port Charlotte, Florida"	"26.9761707, -82.0906447"	"26.9761707, -82.0906447"	820	3	0
Dog Park	Mon Apr 11 23:46:51 +0000 2016	Leaving the dog park https://t.co/pJpRgY3LmZ	0	0	suea1739	"Venice, FL"	"27.0998708, -82.4544131"	"27.0998708, -82.4544131"		23	
At Chewy	Sat Apr 16 04:37:35 +0000 2016	RT @Chewy: Happy Friday! Want to win Dogswell treats for your pup? RT &amp; follow for your chance to win! #FreebieFriday https://t.co/SLz7HGBdÉ??	0.933333333	0.6	esker3	"Palm City, Florida"	"27.1713925, -80.2842216103489"	"27.1713925, -80.2842216103489"	10	0	0
Dog Image	Sat Apr 09 23:46:18 +0000 2016	"RT @WORIDSTARHIPHOP: ""And then my owner said 'Bad Dog.' You should've seen what I left in that nigga's shoe"" 
""Get my sideburns too g"" httpÉ??"	-0.35	0.333333333	Dakotahelgager3	Sarasota Florida	"27.3364347, -82.5306526"	"27.3364347, -82.5306526"	851	0	1
At Pet Supplies Plus	Fri Apr 08 00:29:00 +0000 2016	RT @msft_businessCA: #MSDynAX:is helping @petsuppliesplus grow &amp; expand their business. How they're maintaining that pace forward: https://É??	0	0	jon_rivers	"sarasota, fl"	"27.3364347, -82.5306526"	"27.3364347, -82.5306526"	246	0	0
At Pet Supplies Plus	Fri Apr 08 00:29:00 +0000 2016	RT @msft_businessCA: #MSDynAX:is helping @petsuppliesplus grow &amp; expand their business. How they're maintaining that pace forward: https://É??	0	0	jon_rivers	"sarasota, fl"	"27.3364347, -82.5306526"	"27.3364347, -82.5306526"	758	3	0
At Pet Supplies Plus	Fri Apr 08 00:29:00 +0000 2016	RT @msft_businessCA: #MSDynAX:is helping @petsuppliesplus grow &amp; expand their business. How they're maintaining that pace forward: https://É??	0	0	jon_rivers	"sarasota, fl"	"27.3364347, -82.5306526"	"27.3364347, -82.5306526"	54903	3	0
Healthy Dog Food	Tue Apr 12 08:11:07 +0000 2016	Raw Food Diet - Healthy Benefits for Dogs! -... https://t.co/QaORuwOp1i #sarasota #dogs #cats #pets	0.197115385	0.480769231	WetNoses_SRQ	"Sarasota, Florida"	"27.3364347, -82.5306526"	"27.3364347, -82.5306526"	451	0	0
Dog Bed	Tue Apr 12 00:24:13 +0000 2016	"@michaelianblack
What kind of bed does that to a person? Dog bed? Sealy Posture Putrid? Count hedge hogs instead of sheep? TELL US!!!"	1	0.9	PlatoCase	"Ft. Pierce, FL"	"27.4467056, -80.3256055"	"27.4467056, -80.3256055"	996	4	0
Petco	Fri Apr 15 23:06:51 +0000 2016	"I got more tail than that PetCo, you faker than some Sweet'N Low. Yeah, you got some silverware, but really are you eating though?"	0.233333333	0.333333333	imjoelalexander	Laredo	"27.5060991, -99.5088978"	"27.5060991, -99.5088978"	240	0	0
Petco	Wed Apr 13 23:38:53 +0000 2016	"#HolaLaredo
PET ADOPTION EVENT
AT PETCO NORTH NEAR HEB PLUS
PET TALENT SHOW
Abril 30 y Mayo 1
11am to 2pm... https://t.co/fFSMP24F9r"	0.1	0.4	AngelowPromo	"Laredo, TX"	"27.5060991, -99.5088978"	"27.5060991, -99.5088978"	316	0	9
Petco	Wed Apr 13 23:37:25 +0000 2016	"#HolaLaredo
PET ADOPTION EVENT
AT PETCO NORTH NEAR HEB PLUS
PET TALENT SHOW
Abril 30 y Mayo 1
11am to 2pm... https://t.co/8bZvRaDycM"	0.1	0.4	AngelowPromo	"Laredo, TX"	"27.5060991, -99.5088978"	"27.5060991, -99.5088978"	316	0	5
Pet Food	Mon Apr 11 23:15:53 +0000 2016	"Help us donate $10,000 to Service Dogs Alabama! https://t.co/dDo7xh62NM #dogs #givingback https://t.co/W9wI1PsnCV"	0	0	GladeGrove863	"AVON PARK, FL"	"27.5960827, -81.5060857"	"27.5960827, -81.5060857"	220	1262	0
Fromm	Wed Apr 13 00:23:10 +0000 2016	Immature love says: 'I love you because I need you.' Mature love says 'I need you because I love you.' -Erich Fromm	0.42	0.5	VeroBeachNews_	"Vero Beach, FL"	"27.6387163, -80.3975398"	"27.6387163, -80.3975398"		17	
Dog Food	Sat Apr 16 00:25:18 +0000 2016	"RT @thereaIbanksy: For every retweet this gets, Pedigree will donate one bowl of dog food to dogs in need! ???? #tweetforbowls https://t.co/0pÉ??"	0	0	usafss74	Tampa Bay	"27.6886419, -82.5723192"	"27.6886419, -82.5723192"	175	0	0
At Petsmart	Fri Apr 08 21:47:44 +0000 2016	Owner says employees at @PetSmart and Doctor scoured neighbors - no blame now - just focusing on Rocko @WFLA https://t.co/zQ4WVxk8Kv	0	0	WFLAPaulM	"Tampa Bay, FL"	"27.6886419, -82.5723192"	"27.6886419, -82.5723192"	2828	2	2
Petco	Fri Apr 15 23:47:06 +0000 2016	"Our sweet ""special needs"" boy Logan will be making a return appearance to the Carrollwood Petco tomorrow. This... https://t.co/Ib26NOyVr5"	0.353571429	0.610714286	StFrancisSo	"Tampa Bay, FL"	"27.6886419, -82.5723192"	"27.6886419, -82.5723192"	234	125	0
At Chewy	Fri Apr 08 21:31:07 +0000 2016	RT @Chewy: It's Friday and you can win your favorite Halo Treats! RT &amp; Follow for your chance to win! #FreebieFriday #Contest https://t.co/É??	0.808333333	0.6	smethvin	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	2787	37	0
At Chewy	Fri Apr 08 21:14:24 +0000 2016	RT @Chewy: It's Friday and you can win your favorite Halo Treats! RT &amp; Follow for your chance to win! #FreebieFriday #Contest https://t.co/É??	0.808333333	0.6	Lil_Miss_Wolfy	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	191	37	0
At Petsmart	Fri Apr 08 23:07:21 +0000 2016	Raw Diet Benefits for dogs - Softer Coat #mixitup @NaturesVariety @PetSmart #ad https://t.co/B2XTFK48wN https://t.co/tvOslSY1sQ	-0.230769231	0.461538462	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	14402	37	0
At Petsmart	Sat Apr 09 19:22:22 +0000 2016	Is Your Dog Suffering From Dry Itchy Skin? #BayerExpertCare exclusively @PetSmart #sponsored https://t.co/CSgC1DzVWA https://t.co/K5mxfCulll	-0.066666667	0.6	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	3619	37	0
At Petsmart	Sun Apr 10 23:07:20 +0000 2016	DonÉ??t let your #dog suffer from dry itchy skin. #BayerExpertCare exclusively @PetSmart #ad https://t.co/CSgC1DzVWA https://t.co/XsJ5IY3Cc3	-0.066666667	0.6	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	6854	37	0
At Petsmart	Tue Apr 12 23:07:19 +0000 2016	The easy way to the raw diet nutrition for your dog #mixitup @NaturesVariety @PetSmart #ad https://t.co/B2XTFK48wN https://t.co/lMntDWktDm	0.101282051	0.647435897	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	351	0	0
At Petsmart	Wed Apr 13 18:37:18 +0000 2016	MaryÉ??s Doggie Spa Day with #BayerExpertCare products exclusively @PetSmart https://t.co/sY7hJb62Ir #sponsored https://t.co/kkEeMhHlon	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	206	37	0
At Petsmart	Sat Apr 16 20:26:01 +0000 2016	RT @Caluvsdogs: How do you like my @PetSmart  #PetExpressions  Daisey? It wiggles when I walk! #cutedog #adorable #dogsoftwitter https://t.É??	0.5	1	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	1080	0	0
Dog Food	Fri Apr 08 23:52:18 +0000 2016	"#Bananas are low in fat making this a good treat item, and great for training treats if your #dog loves bananas. https://t.co/uOv9Hi3brN"	0.5	0.55	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	353	37	0
Dog Food	Mon Apr 11 00:16:58 +0000 2016	@PixieLaBrador wait the food maze? or the water bowl?	0	0	Hobie_Dog	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	910	37	0
Dog Food	Mon Apr 11 00:14:54 +0000 2016	@people @PEOPLEPets By the way feed that dog something he is to thin needs better food &amp; some vitamins	0.05	0.675	decoratingJan	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	5954	37	0
Dog Food	Thu Apr 14 00:19:31 +0000 2016	My dog likes to eat baby food....idk why? ???????????????ê	0	0	kaitlinmorgan44	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	3141	37	0
Dog Food	Wed Apr 13 23:52:21 +0000 2016	.@avodermnatural AvoDerm?? Natural Revolving Menu provides a Grain Free option https://t.co/cyGlCNiWtS #sponsored https://t.co/B73dMHucVW	0.25	0.6	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	146	0	0
Healthy Dog Food	Thu Apr 07 21:37:20 +0000 2016	Just like #avocados they are good for diarrhea and constipation. Go figure with these #superfoods https://t.co/uOv9Hi3brN	0.7	0.6	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	255	37	0
Healthy Dog Food	Thu Apr 07 17:52:17 +0000 2016	"A #dog that is into #agility, and highly active sports, dehydrated bananas would make a great training treat. https://t.co/uOv9Hi3brN"	0.333333333	0.675	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	2012	37	0
Healthy Dog Food	Thu Apr 07 17:07:18 +0000 2016	So let your fur family enjoy the holiday season with pumpkin too https://t.co/R909RE7Cjt https://t.co/T7vJbl0mMx	0.4	0.5	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	3955	37	0
Healthy Dog Food	Thu Apr 07 16:22:17 +0000 2016	.@avodermnatural exactly what is AvoDerm?? Revolving Menu Dog Food mean? Find out here https://t.co/cyGlCNiWtS #sponsored	-0.03125	0.46875	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	1049	37	0
Healthy Dog Food	Thu Apr 07 12:37:14 +0000 2016	".@DogFoodAdvisor According to the Dog Food Advisor, fiber helps prevent constipation and diarrhea.  #HealthyDog https://t.co/wiWDC0r6IX"	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	609	37	0
Healthy Dog Food	Wed Apr 06 23:07:19 +0000 2016	.@avodermnatural AvoDerm?? Natural Revolving Menu is Gluten Free. https://t.co/cyGlCNiWtS #sponsored https://t.co/qpb1k2oxA2	0.25	0.6	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	145	3	0
Healthy Dog Food	Fri Apr 08 23:52:18 +0000 2016	"#Bananas are low in fat making this a good treat item, and great for training treats if your #dog loves bananas. https://t.co/uOv9Hi3brN"	0.5	0.55	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	2582	37	0
Healthy Dog Food	Fri Apr 08 22:22:19 +0000 2016	How can we make fresh pumpkin puree? Click on to see the video https://t.co/R909RE7Cjt	0.3	0.5	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	444	37	0
Healthy Dog Food	Fri Apr 08 20:07:20 +0000 2016	Of course I went in search of a grain-free pumpkin dog treat recipe check out the link here https://t.co/R909RE7Cjt https://t.co/S36FLmQDPr	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	5992	37	0
Healthy Dog Food	Fri Apr 08 18:37:16 +0000 2016	.@avodermnatural AvoDerm?? Natural Revolving Menu uses Avocados the super fruit https://t.co/cyGlCNiWtS #sponsored	0.216666667	0.533333333	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	3435	37	0
Healthy Dog Food	Thu Apr 07 21:37:20 +0000 2016	Just like #avocados they are good for diarrhea and constipation. Go figure with these #superfoods https://t.co/uOv9Hi3brN	0.7	0.6	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	1952	37	0
Healthy Dog Food	Sat Apr 09 21:37:20 +0000 2016	Did you know that cats can eat pumpkin Robin of Playful Kitty allowed me to link to her post find out more https://t.co/R909RE7Cjt	0.5	0.5	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	602	37	0
Healthy Dog Food	Sat Apr 09 14:07:16 +0000 2016	.@avodermnatural Protein is the first ingredient listed on the AvoDerm?? Revolving Menu Dog Food. https://t.co/cyGlCNiWtS #sponsored	0.25	0.333333333	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	1308	37	0
Healthy Dog Food	Sat Apr 09 02:07:20 +0000 2016	Pumpkin seeds contain an amino acid called cucurbitin. Cucurbitin acts as a natural de-wormer https://t.co/R909RE7Cjt	0.1	0.4	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	263	1	0
Healthy Dog Food	Sat Apr 09 00:37:21 +0000 2016	"Be sure that you get organic, raw, unsalted peanut butter for your dog, this is  important  https://t.co/y17Xe821N4 https://t.co/EWpGE5QxHk"	0.267307692	0.837606838	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	502	1	1
Healthy Dog Food	Fri Apr 08 23:52:18 +0000 2016	"#Bananas are low in fat making this a good treat item, and great for training treats if your #dog loves bananas. https://t.co/uOv9Hi3brN"	0.5	0.55	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	937	37	0
Healthy Dog Food	Fri Apr 08 22:22:19 +0000 2016	How can we make fresh pumpkin puree? Click on to see the video https://t.co/R909RE7Cjt	0.3	0.5	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	284	37	14
Healthy Dog Food	Fri Apr 08 20:07:20 +0000 2016	Of course I went in search of a grain-free pumpkin dog treat recipe check out the link here https://t.co/R909RE7Cjt https://t.co/S36FLmQDPr	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	1638	7	0
Healthy Dog Food	Sun Apr 10 18:37:18 +0000 2016	STOP DonÉ??t throw that pumpkin away https://t.co/R909RE7Cjt https://t.co/eiH6WrtBwI	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	28589	7	0
Healthy Dog Food	Sun Apr 10 02:52:21 +0000 2016	What healthy human food can prevent both constipation and diarrhea when feed to dog? Find out hear https://t.co/wiWDC0r6IX #HealthyDog	0.25	0.3	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	601	7	0
Healthy Dog Food	Mon Apr 11 17:52:17 +0000 2016	Both of these recipes will make great gifts for your doggies friends at Christmas time too https://t.co/R909RE7Cjt	0.8	0.75	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	1124	7	0
Healthy Dog Food	Tue Apr 12 02:07:19 +0000 2016	.@avodermnatural AvoDerm?? Natural Revolving Menu is made in the USA https://t.co/cyGlCNiWtS #sponsored https://t.co/vubGXo9FFX	0.1	0.4	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	795	0	0
Healthy Dog Food	Mon Apr 11 17:52:17 +0000 2016	Both of these recipes will make great gifts for your doggies friends at Christmas time too https://t.co/R909RE7Cjt	0.8	0.75	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	22853	3	0
Healthy Dog Food	Wed Apr 13 23:52:21 +0000 2016	.@avodermnatural AvoDerm?? Natural Revolving Menu provides a Grain Free option https://t.co/cyGlCNiWtS #sponsored https://t.co/B73dMHucVW	0.25	0.6	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	55	3	0
Healthy Dog Food	Wed Apr 13 21:37:21 +0000 2016	"Dogs benefit from Biotin in a different ways.  It aids in digestion, growth, and muscle formation.  https://t.co/y17Xe821N4"	0	0.6	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	1249	3	0
Healthy Dog Food	Wed Apr 13 20:52:21 +0000 2016	"If you have a senior #dog, what specific things do you do to help them with digestive issues? https://t.co/wiWDC0r6IX #HealthyDog"	0	0.125	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	4812	3	0
Healthy Dog Food	Wed Apr 13 16:22:17 +0000 2016	I bet your wondering about having banana pieces in our #treatpouches?  I'll explain in this article https://t.co/uOv9HhLA3d	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	502	7	0
Healthy Dog Food	Wed Apr 13 15:37:16 +0000 2016	.@avodermnatural AvoDerm?? Natural Revolving Menu has a Small breed formulas https://t.co/cyGlCNAxlq #ad https://t.co/gQF05Mh6VW	-0.075	0.4	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	369	0	1
Healthy Dog Food	Wed Apr 13 13:22:15 +0000 2016	Pumpkin for your dog can be a nice little treat to see how many ways you can provide it to your dog read on https://t.co/R909REpdb1	0.304166667	0.666666667	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	5339	0	0
Healthy Dog Food	Wed Apr 13 13:17:00 +0000 2016	Ways to save on dog food that are healthy both for your dog and your budget https://t.co/5pcnk5L7d7 https://t.co/BldtRfhHam	0.5	0.5	dollarstretch	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	186	0	0
Healthy Dog Food	Wed Apr 13 09:51:02 +0000 2016	Ways to save on dog food that are healthy both for your dog and your budget https://t.co/bO7IzKpJyx https://t.co/VdJYZPKrUZ	0.5	0.5	Gary_Foreman	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	548	0	0
Healthy Dog Food	Fri Apr 15 22:22:20 +0000 2016	Can Dogs Eat Pumpkin? How can eating pumpkin benefit your dog? https://t.co/R909RE7Cjt	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	1743	0	0
Healthy Dog Food	Fri Apr 15 17:07:17 +0000 2016	This article will show you why #bananas are considered a #superfood https://t.co/uOv9Hi3brN https://t.co/cZ4L0YT2LH	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	2280	0	0
Healthy Dog Food	Fri Apr 15 13:22:15 +0000 2016	.@DogFoodAdvisor A way to reduce the risk of canine colon cancer https://t.co/wiWDC0r6IX #HealthyDog	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	10112	3	0
Healthy Dog Food	Thu Apr 14 21:37:20 +0000 2016	I found a site that has the 10 #BestRecipesFor #Homemade #DogBreathTreats #4 is the Banana Dog Breath Busters https://t.co/uOv9Hi3brN	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	3846	0	0
Healthy Dog Food	Thu Apr 14 19:22:21 +0000 2016	.@avodermnatural AvoDerm?? Natural Revolving Menu has varying proteins https://t.co/cyGlCNiWtS #ad https://t.co/dXR7mTzpnE	0.1	0.4	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	410	0	1
Healthy Dog Food	Thu Apr 14 17:52:18 +0000 2016	LetÉ??s look at what is in peanut butter that can benefit your dog. https://t.co/y17Xe821N4 https://t.co/18EONj6Y8s	0	0	dogtraininglady	Florida	"27.7567667, -81.4639834"	"27.7567667, -81.4639834"	410	0	3
